statecensus,co_type,value
Hawaii,child_0_2_parent_all_co_sib,763.2117797956872
Hawaii,child_0_2_parent_all_co_ptw,492.22966009332976
Hawaii,child_3_5_parents_co,20180.543780985776
Hawaii,child_3_5_parents_co_nwa,9687.619129040324
Hawaii,child_3_5_parents_co_sib,8720.884788020383
Hawaii,child_3_5_parents_co_ptw,6334.218731522549
Hawaii,child_3_5_parent_essential_co,6373.104237495823
Hawaii,child_3_5_parent_essential_co_nwa,4516.182515986566
Hawaii,child_3_5_parent_essential_co_sib,4070.9384647146107
Hawaii,child_3_5_parent_essential_co_ptw,3158.617252245963
Hawaii,child_3_5_parent_hospital_co,377.78890112297415
Hawaii,child_3_5_parent_hospital_co_nwa,261.07221433726994
Hawaii,child_3_5_parent_hospital_co_sib,230.67304680726994
Hawaii,child_3_5_parent_hospital_co_ptw,142.59686326127823
Hawaii,child_3_5_parent_hospitals_plus_co,663.9961226217654
Hawaii,child_3_5_parent_hospitals_plus_co_nwa,500.02258204112036
Hawaii,child_3_5_parent_hospitals_plus_co_sib,469.6234145111204
Hawaii,child_3_5_parent_hospitals_plus_co_ptw,264.60875293599133
Hawaii,child_3_5_parent_nursing_facilities_co,190.81231305052677
Hawaii,child_3_5_parent_nursing_facilities_co_nwa,122.71371819531169
Hawaii,child_3_5_parent_nursing_facilities_co_sib,79.92428202626283
Hawaii,child_3_5_parent_nursing_facilities_co_ptw,43.39098485538781
Hawaii,child_3_5_parent_all_co,854.8084356722921
Hawaii,child_3_5_parent_all_co_nwa,622.736300236432
Hawaii,child_3_5_parent_all_co_sib,549.5476965373832
Hawaii,child_3_5_parent_all_co_ptw,307.9997377913792
Hawaii,child_6_11_parents_co,43690.56582203299
Hawaii,child_6_11_parents_co_nwa,21798.407707510887
Hawaii,child_6_11_parents_co_sib,16069.625829528706
Hawaii,child_6_11_parents_co_ptw,11564.633306782702
Hawaii,child_6_11_parent_essential_co,15450.973639483214
Hawaii,child_6_11_parent_essential_co_nwa,10946.229541367611
Hawaii,child_6_11_parent_essential_co_sib,8160.5651172470325
Hawaii,child_6_11_parent_essential_co_ptw,6242.030337100782
Hawaii,child_6_11_parent_hospital_co,1008.3970412473242
Hawaii,child_6_11_parent_hospital_co_nwa,780.2381369381359
Hawaii,child_6_11_parent_hospital_co_sib,498.2770896451853
Hawaii,child_6_11_parent_hospital_co_ptw,356.6021286693481
Hawaii,child_6_11_parent_hospitals_plus_co,1455.1661258237937
Hawaii,child_6_11_parent_hospitals_plus_co_nwa,1031.335405358091
Hawaii,child_6_11_parent_hospitals_plus_co_sib,687.7337192157457
Hawaii,child_6_11_parent_hospitals_plus_co_ptw,466.65945029247314
Hawaii,child_6_11_parent_nursing_facilities_co,266.8934587964831
Hawaii,child_6_11_parent_nursing_facilities_co_nwa,246.01200094324673
Hawaii,child_6_11_parent_nursing_facilities_co_sib,220.9343197579886
Hawaii,child_6_11_parent_nursing_facilities_co_ptw,133.10823246793018
Hawaii,child_6_11_parent_all_co,1722.0595846202768
Hawaii,child_6_11_parent_all_co_nwa,1277.3474063013377
Hawaii,child_6_11_parent_all_co_sib,908.6680389737343
Hawaii,child_6_11_parent_all_co_ptw,599.7676827604033
Hawaii,child_12_17_parents_co,41227.78987957486
Hawaii,child_12_17_parents_co_nwa,21124.148138768378
Hawaii,child_12_17_parents_co_sib,3038.5897429658803
Hawaii,child_12_17_parents_co_ptw,2146.3836711232234
Hawaii,child_12_17_parent_essential_co,16109.026306374124
Hawaii,child_12_17_parent_essential_co_nwa,11170.10600733285
Hawaii,child_12_17_parent_essential_co_sib,1586.1047154524044
Hawaii,child_12_17_parent_essential_co_ptw,1128.5648528416841
Hawaii,child_12_17_parent_hospital_co,1162.415647955103
Hawaii,child_12_17_parent_hospital_co_nwa,803.766423169401
Hawaii,child_12_17_parent_hospital_co_sib,76.56995785050644
Hawaii,child_12_17_parent_hospital_co_ptw,59.01275421999796
Hawaii,child_12_17_parent_hospitals_plus_co,1587.9882384251277
Hawaii,child_12_17_parent_hospitals_plus_co_nwa,1104.4442947217879
Hawaii,child_12_17_parent_hospitals_plus_co_sib,142.92795693375865
Hawaii,child_12_17_parent_hospitals_plus_co_ptw,90.30942457729809
Hawaii,child_12_17_parent_nursing_facilities_co,341.71195048242976
Hawaii,child_12_17_parent_nursing_facilities_co_nwa,232.2788546985563
Hawaii,child_12_17_parent_nursing_facilities_co_sib,71.70681545967382
Hawaii,child_12_17_parent_nursing_facilities_co_ptw,67.64605895536856
Hawaii,child_12_17_parent_all_co,1929.7001889075577
Hawaii,child_12_17_parent_all_co_nwa,1336.7231494203443
Hawaii,child_12_17_parent_all_co_sib,214.63477239343248
Hawaii,child_12_17_parent_all_co_ptw,157.95548353266665
Hawaii,child_any_parents_co,122296.42783764658
Hawaii,child_any_parents_co_nwa,59544.73985248064
Hawaii,child_any_parents_co_sib,33779.82491607995
Hawaii,child_any_parents_co_ptw,23825.17803509284
Hawaii,child_any_parent_essential_co,42787.197538272085
Hawaii,child_any_parent_essential_co_nwa,29991.21130889016
Hawaii,child_any_parent_essential_co_sib,16841.27422615914
Hawaii,child_any_parent_essential_co_ptw,12434.947988658969
Hawaii,child_any_parent_hospital_co,3057.135145968745
Hawaii,child_any_parent_hospital_co_nwa,2334.5203560528544
Hawaii,child_any_parent_hospital_co_sib,1253.6251077356274
Hawaii,child_any_parent_hospital_co_ptw,884.4475509508135
Hawaii,child_any_parent_hospitals_plus_co,4493.42155655427
Hawaii,child_any_parent_hospitals_plus_co_nwa,3268.7534290629246
Hawaii,child_any_parent_hospitals_plus_co_sib,1853.1950729126922
Hawaii,child_any_parent_hospitals_plus_co_ptw,1220.073186878994
Hawaii,child_any_parent_nursing_facilities_co,1033.0493291299838
Hawaii,child_any_parent_nursing_facilities_co_nwa,811.3063713807344
Hawaii,child_any_parent_nursing_facilities_co_sib,582.867214787545
Hawaii,child_any_parent_nursing_facilities_co_ptw,337.8793772987851
Hawaii,child_any_parent_all_co,5526.470885684254
Hawaii,child_any_parent_all_co_nwa,4080.059800443659
Hawaii,child_any_parent_all_co_sib,2436.0622877002374
Hawaii,child_any_parent_all_co_ptw,1557.9525641777789
Idaho,child_0_2_parents_co,27862.966742450484
Idaho,child_0_2_parents_co_nwa,12909.266772438034
Idaho,child_0_2_parents_co_sib,11721.910037145297
Idaho,child_0_2_parents_co_ptw,6243.445660125361
Idaho,child_0_2_parent_essential_co,9530.518036002357
Idaho,child_0_2_parent_essential_co_nwa,5731.943798702736
Idaho,child_0_2_parent_essential_co_sib,5151.10667256908
Idaho,child_0_2_parent_essential_co_ptw,2678.26719688927
Idaho,child_0_2_parent_hospital_co,973.378486989333
Idaho,child_0_2_parent_hospital_co_nwa,683.9343138821094
Idaho,child_0_2_parent_hospital_co_sib,683.9343138821094
Idaho,child_0_2_parent_hospital_co_ptw,344.7202417375064
Idaho,child_0_2_parent_hospitals_plus_co,1422.6449511510643
Idaho,child_0_2_parent_hospitals_plus_co_nwa,1015.9187367236598
Idaho,child_0_2_parent_hospitals_plus_co_sib,1015.9187367236598
Idaho,child_0_2_parent_hospitals_plus_co_ptw,453.5689451188354
Idaho,child_0_2_parent_nursing_facilities_co,409.6647100876548
Idaho,child_0_2_parent_nursing_facilities_co_nwa,297.43161418642023
Idaho,child_0_2_parent_nursing_facilities_co_sib,273.344034068782
Idaho,child_0_2_parent_nursing_facilities_co_ptw,146.8602235151793
Idaho,child_0_2_parent_all_co,1832.3096612387192
Idaho,child_0_2_parent_all_co_nwa,1313.3503509100801
Idaho,child_0_2_parent_all_co_sib,1289.2627707924416
Idaho,child_0_2_parent_all_co_ptw,600.4291686340148
Idaho,child_3_5_parents_co,30405.335165355526
Idaho,child_3_5_parents_co_nwa,14999.02863352028
Idaho,child_3_5_parents_co_sib,12725.339917936612
Idaho,child_3_5_parents_co_ptw,7060.287524532059
Idaho,child_3_5_parent_essential_co,11270.050793294784
Idaho,child_3_5_parent_essential_co_nwa,7595.9740321702975
Idaho,child_3_5_parent_essential_co_sib,6310.635743397064
Idaho,child_3_5_parent_essential_co_ptw,3849.170977992441
Idaho,child_3_5_parent_hospital_co,924.2184609794894
Idaho,child_3_5_parent_hospital_co_nwa,701.0298439831179
Idaho,child_3_5_parent_hospital_co_sib,646.5010112722738
Idaho,child_3_5_parent_hospital_co_ptw,350.193125227777
Idaho,child_3_5_parent_hospitals_plus_co,1927.3575440878117
Idaho,child_3_5_parent_hospitals_plus_co_nwa,1530.0489573950579
Idaho,child_3_5_parent_hospitals_plus_co_sib,1412.1080856564538
Idaho,child_3_5_parent_hospitals_plus_co_ptw,730.2818572849948
Idaho,child_3_5_parent_nursing_facilities_co,281.961788986281
Idaho,child_3_5_parent_nursing_facilities_co_nwa,247.34504829672116
Idaho,child_3_5_parent_nursing_facilities_co_sib,204.98956627671612
Idaho,child_3_5_parent_nursing_facilities_co_ptw,146.8094746372565
Idaho,child_3_5_parent_all_co,2209.319333074093
Idaho,child_3_5_parent_all_co_nwa,1777.3940056917788
Idaho,child_3_5_parent_all_co_sib,1617.09765193317
Idaho,child_3_5_parent_all_co_ptw,877.0913319222514
Idaho,child_6_11_parents_co,61027.06100575355
Idaho,child_6_11_parents_co_nwa,34492.65531654037
Idaho,child_6_11_parents_co_sib,22777.15562061973
Idaho,child_6_11_parents_co_ptw,14821.42123948179
Idaho,child_6_11_parent_essential_co,25305.731908527123
Idaho,child_6_11_parent_essential_co_nwa,18838.753330443218
Idaho,child_6_11_parent_essential_co_sib,11646.358449175126
Idaho,child_6_11_parent_essential_co_ptw,7776.340304981609
Idaho,child_6_11_parent_hospital_co,1679.1275116531706
Idaho,child_6_11_parent_hospital_co_nwa,1471.849438538754
Idaho,child_6_11_parent_hospital_co_sib,925.595103329338
Idaho,child_6_11_parent_hospital_co_ptw,524.2860416197093
Idaho,child_6_11_parent_hospitals_plus_co,3380.8915270804505
Idaho,child_6_11_parent_hospitals_plus_co_nwa,2503.6145948488693
Idaho,child_6_11_parent_hospitals_plus_co_sib,1504.2187157045105
Idaho,child_6_11_parent_hospitals_plus_co_ptw,891.7768566474198
Idaho,child_6_11_parent_nursing_facilities_co,807.3559542281479
Idaho,child_6_11_parent_nursing_facilities_co_nwa,635.530561670845
Idaho,child_6_11_parent_nursing_facilities_co_sib,416.1758266813815
Idaho,child_6_11_parent_nursing_facilities_co_ptw,295.996222806619
Idaho,child_6_11_parent_all_co,4188.247481308597
Idaho,child_6_11_parent_all_co_nwa,3139.145156519715
Idaho,child_6_11_parent_all_co_sib,1920.3945423858918
Idaho,child_6_11_parent_all_co_ptw,1187.7730794540387
Idaho,child_12_17_parents_co,61216.075937639274
Idaho,child_12_17_parents_co_nwa,38208.00784323904
Idaho,child_12_17_parents_co_sib,5746.8956009868125
Idaho,child_12_17_parents_co_ptw,3977.9202787573117
Idaho,child_12_17_parent_essential_co,28356.188472879625
Idaho,child_12_17_parent_essential_co_nwa,22524.603738735237
Idaho,child_12_17_parent_essential_co_sib,2808.829354628368
Idaho,child_12_17_parent_essential_co_ptw,2026.0319686537284
Idaho,child_12_17_parent_hospital_co,2587.4917950305003
Idaho,child_12_17_parent_hospital_co_nwa,2337.8976791573714
Idaho,child_12_17_parent_hospital_co_sib,352.7773014348128
Idaho,child_12_17_parent_hospital_co_ptw,238.09744048482253
Idaho,child_12_17_parent_hospitals_plus_co,4191.358553400715
Idaho,child_12_17_parent_hospitals_plus_co_nwa,3723.4204624196473
Idaho,child_12_17_parent_hospitals_plus_co_sib,445.08291477593656
Idaho,child_12_17_parent_hospitals_plus_co_ptw,290.012280434083
Idaho,child_12_17_parent_nursing_facilities_co,794.4336758813473
Idaho,child_12_17_parent_nursing_facilities_co_nwa,665.592857238568
Idaho,child_12_17_parent_nursing_facilities_co_sib,31.999534191690763
Idaho,child_12_17_parent_nursing_facilities_co_ptw,14.105501234204986
Idaho,child_12_17_parent_all_co,4985.792229282063
Idaho,child_12_17_parent_all_co_nwa,4389.013319658216
Idaho,child_12_17_parent_all_co_sib,477.08244896762733
Idaho,child_12_17_parent_all_co_ptw,304.11778166828793
Idaho,child_any_parents_co,180511.43885119885
Idaho,child_any_parents_co_nwa,100608.95856573772
Idaho,child_any_parents_co_sib,52971.30117668845
Idaho,child_any_parents_co_ptw,32103.07470289652
Idaho,child_any_parent_essential_co,74462.48921070389
Idaho,child_any_parent_essential_co_nwa,54691.274900051474
Idaho,child_any_parent_essential_co_sib,25916.93021976964
Idaho,child_any_parent_essential_co_ptw,16329.810448517048
Idaho,child_any_parent_hospital_co,6164.216254652494
Idaho,child_any_parent_hospital_co_nwa,5194.711275561353
Idaho,child_any_parent_hospital_co_sib,2608.8077299185343
Idaho,child_any_parent_hospital_co_ptw,1457.296849069815
Idaho,child_any_parent_hospitals_plus_co,10922.252575720042
Idaho,child_any_parent_hospitals_plus_co_nwa,8773.002751387234
Idaho,child_any_parent_hospitals_plus_co_sib,4377.328452860561
Idaho,child_any_parent_hospitals_plus_co_ptw,2365.639939485333
Idaho,child_any_parent_nursing_facilities_co,2293.416129183431
Idaho,child_any_parent_nursing_facilities_co_nwa,1845.9000813925545
Idaho,child_any_parent_nursing_facilities_co_sib,926.5089612185703
Idaho,child_any_parent_nursing_facilities_co_ptw,603.7714221932598
Idaho,child_any_parent_all_co,13215.668704903474
Idaho,child_any_parent_all_co_nwa,10618.902832779788
Idaho,child_any_parent_all_co_sib,5303.83741407913
Idaho,child_any_parent_all_co_ptw,2969.4113616785926
Illinois,child_0_2_parents_co,148442.30734778612
Illinois,child_0_2_parents_co_nwa,85065.42285595337
Illinois,child_0_2_parents_co_sib,75640.7298632583
Illinois,child_0_2_parents_co_ptw,53048.187393540386
Illinois,child_0_2_parent_essential_co,55652.26736986516
Illinois,child_0_2_parent_essential_co_nwa,41081.40227881687
Illinois,child_0_2_parent_essential_co_sib,35812.82153392795
Illinois,child_0_2_parent_essential_co_ptw,26299.388138327453
Illinois,child_0_2_parent_hospital_co,6744.878087761682
Illinois,child_0_2_parent_hospital_co_nwa,5007.65349700685
Illinois,child_0_2_parent_hospital_co_sib,4725.515400597739
Illinois,child_0_2_parent_hospital_co_ptw,3889.964627617475
Illinois,child_0_2_parent_hospitals_plus_co,8826.412735686896
Illinois,child_0_2_parent_hospitals_plus_co_nwa,6868.059623796319
Illinois,child_0_2_parent_hospitals_plus_co_sib,6308.4938344181155
Illinois,child_0_2_parent_hospitals_plus_co_ptw,4603.52677933906
Illinois,child_0_2_parent_nursing_facilities_co,1928.6877388983905
Illinois,child_0_2_parent_nursing_facilities_co_nwa,1675.1107483428518
Illinois,child_0_2_parent_nursing_facilities_co_sib,1525.5478586866793
Illinois,child_0_2_parent_nursing_facilities_co_ptw,1108.0371175474636
Illinois,child_0_2_parent_all_co,10755.100474585286
Illinois,child_0_2_parent_all_co_nwa,8543.17037213917
Illinois,child_0_2_parent_all_co_sib,7834.041693104793
Illinois,child_0_2_parent_all_co_ptw,5711.563896886524
Illinois,child_3_5_parents_co,160140.6439736596
Illinois,child_3_5_parents_co_nwa,90307.47066264079
Illinois,child_3_5_parents_co_sib,77868.25350406497
Illinois,child_3_5_parents_co_ptw,52856.88852242513
Illinois,child_3_5_parent_essential_co,61237.00078535679
Illinois,child_3_5_parent_essential_co_nwa,46995.08300201892
Illinois,child_3_5_parent_essential_co_sib,39708.458232330224
Illinois,child_3_5_parent_essential_co_ptw,29045.902019361747
Illinois,child_3_5_parent_hospital_co,5550.256262773956
Illinois,child_3_5_parent_hospital_co_nwa,4622.296082021604
Illinois,child_3_5_parent_hospital_co_sib,4152.125391952047
Illinois,child_3_5_parent_hospital_co_ptw,2957.079202539998
Illinois,child_3_5_parent_hospitals_plus_co,7533.481630930445
Illinois,child_3_5_parent_hospitals_plus_co_nwa,6366.020363109789
Illinois,child_3_5_parent_hospitals_plus_co_sib,5629.1410825130215
Illinois,child_3_5_parent_hospitals_plus_co_ptw,3918.7866060001406
Illinois,child_3_5_parent_nursing_facilities_co,3280.11986648105
Illinois,child_3_5_parent_nursing_facilities_co_nwa,2349.4269480257967
Illinois,child_3_5_parent_nursing_facilities_co_sib,2178.9238008067396
Illinois,child_3_5_parent_nursing_facilities_co_ptw,1627.8549145773507
Illinois,child_3_5_parent_all_co,10813.601497411495
Illinois,child_3_5_parent_all_co_nwa,8715.447311135586
Illinois,child_3_5_parent_all_co_sib,7808.064883319762
Illinois,child_3_5_parent_all_co_ptw,5546.641520577491
Illinois,child_6_11_parents_co,392659.1386031495
Illinois,child_6_11_parents_co_nwa,228683.6700687226
Illinois,child_6_11_parents_co_sib,163354.5299862019
Illinois,child_6_11_parents_co_ptw,115739.65526036591
Illinois,child_6_11_parent_essential_co,154511.2720250198
Illinois,child_6_11_parent_essential_co_nwa,120129.12555643066
Illinois,child_6_11_parent_essential_co_sib,82366.75152109098
Illinois,child_6_11_parent_essential_co_ptw,59517.7532392928
Illinois,child_6_11_parent_hospital_co,14518.55872792223
Illinois,child_6_11_parent_hospital_co_nwa,12346.63865035546
Illinois,child_6_11_parent_hospital_co_sib,8953.460813172607
Illinois,child_6_11_parent_hospital_co_ptw,6082.09472544132
Illinois,child_6_11_parent_hospitals_plus_co,21740.048794574785
Illinois,child_6_11_parent_hospitals_plus_co_nwa,18124.766847279327
Illinois,child_6_11_parent_hospitals_plus_co_sib,12768.236881940902
Illinois,child_6_11_parent_hospitals_plus_co_ptw,8686.451181228274
Illinois,child_6_11_parent_nursing_facilities_co,8504.358647759045
Illinois,child_6_11_parent_nursing_facilities_co_nwa,7124.390134752363
Illinois,child_6_11_parent_nursing_facilities_co_sib,4977.158314781459
Illinois,child_6_11_parent_nursing_facilities_co_ptw,3823.633520146309
Illinois,child_6_11_parent_all_co,30244.40744233383
Illinois,child_6_11_parent_all_co_nwa,25249.15698203169
Illinois,child_6_11_parent_all_co_sib,17745.395196722362
Illinois,child_6_11_parent_all_co_ptw,12510.084701374582
Illinois,child_12_17_parents_co,405260.00911020045
Illinois,child_12_17_parents_co_nwa,242688.68220657166
Illinois,child_12_17_parents_co_sib,36123.33242170202
Illinois,child_12_17_parents_co_ptw,24361.4637947423
Illinois,child_12_17_parent_essential_co,171646.41303140743
Illinois,child_12_17_parent_essential_co_nwa,132534.4907896554
Illinois,child_12_17_parent_essential_co_sib,17881.29329175955
Illinois,child_12_17_parent_essential_co_ptw,12259.60737273958
Illinois,child_12_17_parent_hospital_co,18450.05746287593
Illinois,child_12_17_parent_hospital_co_nwa,14911.59823559982
Illinois,child_12_17_parent_hospital_co_sib,1678.152277434184
Illinois,child_12_17_parent_hospital_co_ptw,1297.4580798741133
Illinois,child_12_17_parent_hospitals_plus_co,26572.938368773182
Illinois,child_12_17_parent_hospitals_plus_co_nwa,21430.678409117612
Illinois,child_12_17_parent_hospitals_plus_co_sib,2550.063729322597
Illinois,child_12_17_parent_hospitals_plus_co_ptw,1929.8895531898731
Illinois,child_12_17_parent_nursing_facilities_co,8044.7877174914165
Illinois,child_12_17_parent_nursing_facilities_co_nwa,6147.435878252877
Illinois,child_12_17_parent_nursing_facilities_co_sib,1442.2611847597025
Illinois,child_12_17_parent_nursing_facilities_co_ptw,1100.9164698130398
Illinois,child_12_17_parent_all_co,34617.7260862646
Illinois,child_12_17_parent_all_co_nwa,27578.114287370492
Illinois,child_12_17_parent_all_co_sib,3992.324914082299
Illinois,child_12_17_parent_all_co_ptw,3030.8060230029128
Illinois,child_any_parents_co,1106502.0990347955
Illinois,child_any_parents_co_nwa,646745.2457938883
Illinois,child_any_parents_co_sib,352986.8457752271
Illinois,child_any_parents_co_ptw,246006.19497107368
Illinois,child_any_parent_essential_co,443046.95321164915
Illinois,child_any_parent_essential_co_nwa,340740.10162692185
Illinois,child_any_parent_essential_co_sib,175769.3245791087
Illinois,child_any_parent_essential_co_ptw,127122.65076972157
Illinois,child_any_parent_hospital_co,45263.7505413338
Illinois,child_any_parent_hospital_co_nwa,36888.18646498373
Illinois,child_any_parent_hospital_co_sib,19509.253883156576
Illinois,child_any_parent_hospital_co_ptw,14226.596635472906
Illinois,child_any_parent_hospitals_plus_co,64672.8815299653
Illinois,child_any_parent_hospitals_plus_co_nwa,52789.52524330305
Illinois,child_any_parent_hospitals_plus_co_sib,27255.935528194637
Illinois,child_any_parent_hospitals_plus_co_ptw,19138.65411975735
Illinois,child_any_parent_nursing_facilities_co,21757.9539706299
Illinois,child_any_parent_nursing_facilities_co_nwa,17296.36370937389
Illinois,child_any_parent_nursing_facilities_co_sib,10123.89115903458
Illinois,child_any_parent_nursing_facilities_co_ptw,7660.442022084162
Illinois,child_any_parent_all_co,86430.8355005952
Illinois,child_any_parent_all_co_nwa,70085.88895267695
Illinois,child_any_parent_all_co_sib,37379.82668722922
Illinois,child_any_parent_all_co_ptw,26799.096141841514
Indiana,child_0_2_parents_co,95819.58772060208
Indiana,child_0_2_parents_co_nwa,53234.83398439155
Indiana,child_0_2_parents_co_sib,49526.65808718497
Indiana,child_0_2_parents_co_ptw,33926.87584166054
Indiana,child_0_2_parent_essential_co,33994.02588636344
Indiana,child_0_2_parent_essential_co_nwa,26368.458077936088
Indiana,child_0_2_parent_essential_co_sib,24655.832565405195
Indiana,child_0_2_parent_essential_co_ptw,17655.37588605438
Indiana,child_0_2_parent_hospital_co,4081.4513627351557
Indiana,child_0_2_parent_hospital_co_nwa,3562.8813754409543
Indiana,child_0_2_parent_hospital_co_sib,3379.6248274935874
Indiana,child_0_2_parent_hospital_co_ptw,2656.7264846779303
Indiana,child_0_2_parent_hospitals_plus_co,5961.937109314716
Indiana,child_0_2_parent_hospitals_plus_co_nwa,5336.4980641022075
Indiana,child_0_2_parent_hospitals_plus_co_sib,5021.306998097995
Indiana,child_0_2_parent_hospitals_plus_co_ptw,3708.041564638735
Indiana,child_0_2_parent_nursing_facilities_co,1299.6716813165156
Indiana,child_0_2_parent_nursing_facilities_co_nwa,848.0491912863844
Indiana,child_0_2_parent_nursing_facilities_co_sib,824.904121588395
Indiana,child_0_2_parent_nursing_facilities_co_ptw,465.9151554042883
Indiana,child_0_2_parent_all_co,7261.6087906312305
Indiana,child_0_2_parent_all_co_nwa,6184.547255388591
Indiana,child_0_2_parent_all_co_sib,5846.211119686391
Indiana,child_0_2_parent_all_co_ptw,4173.956720043024
Indiana,child_3_5_parents_co,105432.53314743494
Indiana,child_3_5_parents_co_nwa,56385.27365579621
Indiana,child_3_5_parents_co_sib,47764.31362238676
Indiana,child_3_5_parents_co_ptw,33111.30469099441
Indiana,child_3_5_parent_essential_co,36518.95711596281
Indiana,child_3_5_parent_essential_co_nwa,28436.621560552776
Indiana,child_3_5_parent_essential_co_sib,23899.24259470394
Indiana,child_3_5_parent_essential_co_ptw,19094.11022329947
Indiana,child_3_5_parent_hospital_co,3837.394371291542
Indiana,child_3_5_parent_hospital_co_nwa,3401.609930653611
Indiana,child_3_5_parent_hospital_co_sib,2792.8381093636463
Indiana,child_3_5_parent_hospital_co_ptw,2216.734541660054
Indiana,child_3_5_parent_hospitals_plus_co,5367.518329005773
Indiana,child_3_5_parent_hospitals_plus_co_nwa,4623.843811785582
Indiana,child_3_5_parent_hospitals_plus_co_sib,3961.765340487456
Indiana,child_3_5_parent_hospitals_plus_co_ptw,3007.827663763075
Indiana,child_3_5_parent_nursing_facilities_co,1179.4250853190056
Indiana,child_3_5_parent_nursing_facilities_co_nwa,726.8714379255953
Indiana,child_3_5_parent_nursing_facilities_co_sib,521.5514617500764
Indiana,child_3_5_parent_nursing_facilities_co_ptw,416.8466545123102
Indiana,child_3_5_parent_all_co,6546.943414324779
Indiana,child_3_5_parent_all_co_nwa,5350.7152497111765
Indiana,child_3_5_parent_all_co_sib,4483.316802237532
Indiana,child_3_5_parent_all_co_ptw,3424.6743182753858
Indiana,child_6_11_parents_co,214514.64578040887
Indiana,child_6_11_parents_co_nwa,129163.01834875862
Indiana,child_6_11_parents_co_sib,97787.95549359403
Indiana,child_6_11_parents_co_ptw,65222.85141894004
Indiana,child_6_11_parent_essential_co,78353.61425695439
Indiana,child_6_11_parent_essential_co_nwa,63629.62833714397
Indiana,child_6_11_parent_essential_co_sib,48634.26799736572
Indiana,child_6_11_parent_essential_co_ptw,36108.927152478616
Indiana,child_6_11_parent_hospital_co,6860.757720530957
Indiana,child_6_11_parent_hospital_co_nwa,5656.965632187562
Indiana,child_6_11_parent_hospital_co_sib,4325.709132654866
Indiana,child_6_11_parent_hospital_co_ptw,3518.7033292738174
Indiana,child_6_11_parent_hospitals_plus_co,9760.065647646827
Indiana,child_6_11_parent_hospitals_plus_co_nwa,8317.824483780409
Indiana,child_6_11_parent_hospitals_plus_co_sib,6146.372456536013
Indiana,child_6_11_parent_hospitals_plus_co_ptw,4814.7106827356365
Indiana,child_6_11_parent_nursing_facilities_co,3600.943273606063
Indiana,child_6_11_parent_nursing_facilities_co_nwa,3196.2096368130256
Indiana,child_6_11_parent_nursing_facilities_co_sib,2769.5757354757006
Indiana,child_6_11_parent_nursing_facilities_co_ptw,2158.02927885406
Indiana,child_6_11_parent_all_co,13361.008921252891
Indiana,child_6_11_parent_all_co_nwa,11514.034120593435
Indiana,child_6_11_parent_all_co_sib,8915.948192011714
Indiana,child_6_11_parent_all_co_ptw,6972.739961589697
Indiana,child_12_17_parents_co,209115.41123280147
Indiana,child_12_17_parents_co_nwa,134182.45602948318
Indiana,child_12_17_parents_co_sib,21364.659073483675
Indiana,child_12_17_parents_co_ptw,14333.177831912839
Indiana,child_12_17_parent_essential_co,83928.20198100142
Indiana,child_12_17_parent_essential_co_nwa,69267.58344899316
Indiana,child_12_17_parent_essential_co_sib,8857.581595872789
Indiana,child_12_17_parent_essential_co_ptw,6555.908798975605
Indiana,child_12_17_parent_hospital_co,8970.800765012464
Indiana,child_12_17_parent_hospital_co_nwa,7479.746802649718
Indiana,child_12_17_parent_hospital_co_sib,777.7867037262603
Indiana,child_12_17_parent_hospital_co_ptw,643.8572003472628
Indiana,child_12_17_parent_hospitals_plus_co,13182.529011086162
Indiana,child_12_17_parent_hospitals_plus_co_nwa,11310.053148646783
Indiana,child_12_17_parent_hospitals_plus_co_sib,822.1299954669998
Indiana,child_12_17_parent_hospitals_plus_co_ptw,668.530869430606
Indiana,child_12_17_parent_nursing_facilities_co,4138.250114097382
Indiana,child_12_17_parent_nursing_facilities_co_nwa,2793.1143724315675
Indiana,child_12_17_parent_nursing_facilities_co_sib,429.71442403039987
Indiana,child_12_17_parent_nursing_facilities_co_ptw,404.52563284026627
Indiana,child_12_17_parent_all_co,17320.779125183544
Indiana,child_12_17_parent_all_co_nwa,14103.16752107835
Indiana,child_12_17_parent_all_co_sib,1251.8444194973997
Indiana,child_12_17_parent_all_co_ptw,1073.0565022708724
Indiana,child_any_parents_co,624882.1778812472
Indiana,child_any_parents_co_nwa,372965.5820184296
Indiana,child_any_parents_co_sib,216443.58627664944
Indiana,child_any_parents_co_ptw,146594.20978350783
Indiana,child_any_parent_essential_co,232794.79924028207
Indiana,child_any_parent_essential_co_nwa,187702.291424626
Indiana,child_any_parent_essential_co_sib,106046.92475334766
Indiana,child_any_parent_essential_co_ptw,79414.32206080807
Indiana,child_any_parent_hospital_co,23750.40421957012
Indiana,child_any_parent_hospital_co_nwa,20101.203740931847
Indiana,child_any_parent_hospital_co_sib,11275.95877323836
Indiana,child_any_parent_hospital_co_ptw,9036.021555959063
Indiana,child_any_parent_hospitals_plus_co,34272.05009705348
Indiana,child_any_parent_hospitals_plus_co_nwa,29588.21950831498
Indiana,child_any_parent_hospitals_plus_co_sib,15951.574790588464
Indiana,child_any_parent_hospitals_plus_co_ptw,12199.110780568053
Indiana,child_any_parent_nursing_facilities_co,10218.290154338965
Indiana,child_any_parent_nursing_facilities_co_nwa,7564.244638456573
Indiana,child_any_parent_nursing_facilities_co_sib,4545.745742844572
